10 10
  0	80	1	77	2	91	3	71	4	9	5	46	6	9	7	12	8	48	9	88	
  0	3	1	11	2	51	3	92	4	85	5	95	6	77	7	30	8	54	9	97	
  0	64	1	85	2	32	3	87	4	35	5	99	6	24	7	70	8	66	9	12	
  0	65	1	81	2	56	3	96	4	73	5	63	6	50	7	88	8	15	9	40	
  0	61	1	79	2	11	3	61	4	53	5	68	6	52	7	52	8	53	9	41	
  0	64	1	11	2	62	3	36	4	16	5	1	6	88	7	72	8	19	9	74	
  0	46	1	2	2	30	3	74	4	81	5	3	6	22	7	45	8	9	9	92	
  0	22	1	68	2	55	3	30	4	13	5	64	6	88	7	67	8	45	9	31	
  0	40	1	92	2	73	3	90	4	33	5	79	6	46	7	4	8	20	9	98	
  0	35	1	36	2	69	3	78	4	14	5	44	6	20	7	87	8	83	9	56	
