10 10
  0	41	1	99	2	91	3	17	4	96	5	49	6	72	7	57	8	25	9	23	
  0	99	1	91	2	31	3	21	4	52	5	17	6	68	7	85	8	33	9	48	
  0	74	1	20	2	83	3	31	4	55	5	95	6	74	7	95	8	78	9	67	
  0	42	1	91	2	56	3	68	4	41	5	48	6	11	7	89	8	79	9	18	
  0	48	1	94	2	27	3	52	4	18	5	99	6	21	7	21	8	96	9	48	
  0	15	1	64	2	15	3	97	4	14	5	81	6	10	7	70	8	24	9	76	
  0	12	1	84	2	73	3	36	4	87	5	3	6	36	7	16	8	84	9	34	
  0	17	1	24	2	5	3	60	4	72	5	67	6	9	7	60	8	76	9	85	
  0	14	1	61	2	60	3	5	4	45	5	59	6	19	7	78	8	86	9	22	
  0	21	1	86	2	6	3	13	4	61	5	28	6	20	7	88	8	67	9	93	
