12 12
  0	1	1	37	2	49	3	47	4	64	5	51	6	32	7	39	8	47	9	73	10	61	11	84	
  0	2	1	38	2	93	3	51	4	49	5	17	6	2	7	64	8	99	9	7	10	50	11	71	
  0	98	1	33	2	84	3	3	4	18	5	92	6	92	7	25	8	7	9	16	10	69	11	44	
  0	73	1	82	2	69	3	67	4	75	5	6	6	42	7	59	8	45	9	80	10	14	11	40	
  0	77	1	49	2	77	3	53	4	77	5	56	6	76	7	71	8	66	9	27	10	95	11	22	
  0	16	1	53	2	12	3	89	4	16	5	82	6	55	7	5	8	84	9	57	10	17	11	70	
  0	9	1	80	2	98	3	67	4	23	5	89	6	52	7	55	8	41	9	65	10	10	11	10	
  0	70	1	73	2	41	3	49	4	74	5	48	6	77	7	15	8	65	9	42	10	70	11	19	
  0	58	1	67	2	17	3	33	4	23	5	77	6	86	7	46	8	7	9	88	10	85	11	40	
  0	76	1	97	2	80	3	57	4	12	5	17	6	24	7	19	8	97	9	61	10	3	11	15	
  0	17	1	34	2	93	3	9	4	93	5	22	6	63	7	93	8	5	9	98	10	87	11	46	
  0	59	1	37	2	17	3	21	4	16	5	11	6	67	7	55	8	13	9	29	10	53	11	84	
