12 12
  0	62	1	48	2	56	3	98	4	17	5	22	6	89	7	21	8	33	9	12	10	84	11	91	
  0	49	1	98	2	20	3	62	4	2	5	5	6	36	7	45	8	1	9	45	10	20	11	39	
  0	81	1	45	2	6	3	50	4	43	5	81	6	93	7	71	8	86	9	54	10	79	11	42	
  0	78	1	37	2	76	3	1	4	80	5	82	6	3	7	72	8	45	9	25	10	37	11	78	
  0	74	1	76	2	45	3	18	4	62	5	57	6	24	7	84	8	68	9	58	10	1	11	40	
  0	90	1	65	2	65	3	20	4	43	5	17	6	11	7	55	8	60	9	2	10	26	11	81	
  0	36	1	74	2	43	3	42	4	31	5	79	6	6	7	93	8	64	9	29	10	15	11	93	
  0	1	1	2	2	10	3	39	4	9	5	42	6	98	7	60	8	17	9	96	10	47	11	16	
  0	75	1	65	2	35	3	52	4	64	5	58	6	41	7	20	8	46	9	43	10	25	11	53	
  0	85	1	6	2	33	3	87	4	4	5	41	6	94	7	26	8	6	9	19	10	27	11	35	
  0	90	1	93	2	37	3	17	4	89	5	21	6	51	7	20	8	77	9	77	10	85	11	51	
  0	70	1	99	2	86	3	70	4	73	5	1	6	88	7	68	8	36	9	11	10	35	11	6	
