10 10
  0	38	1	73	2	46	3	89	4	68	5	90	6	65	7	61	8	95	9	55	
  0	79	1	34	2	18	3	45	4	12	5	76	6	27	7	88	8	80	9	86	
  0	93	1	66	2	83	3	76	4	82	5	20	6	92	7	33	8	87	9	65	
  0	25	1	17	2	40	3	50	4	83	5	65	6	86	7	43	8	9	9	60	
  0	51	1	32	2	70	3	34	4	11	5	64	6	32	7	75	8	79	9	87	
  0	17	1	55	2	3	3	54	4	33	5	43	6	82	7	77	8	9	9	36	
  0	10	1	42	2	48	3	30	4	1	5	21	6	3	7	10	8	8	9	99	
  0	61	1	45	2	84	3	64	4	96	5	52	6	25	7	31	8	2	9	5	
  0	70	1	87	2	6	3	84	4	60	5	84	6	98	7	49	8	15	9	59	
  0	50	1	3	2	29	3	45	4	23	5	97	6	37	7	71	8	91	9	92	
