12 12
  0	58	1	1	2	3	3	5	4	99	5	28	6	85	7	25	8	29	9	86	10	90	11	85	
  0	96	1	81	2	88	3	77	4	7	5	84	6	1	7	2	8	2	9	72	10	92	11	92	
  0	95	1	37	2	86	3	18	4	85	5	10	6	25	7	18	8	58	9	60	10	12	11	89	
  0	27	1	93	2	2	3	43	4	12	5	23	6	97	7	2	8	85	9	2	10	33	11	71	
  0	82	1	9	2	93	3	26	4	35	5	14	6	5	7	83	8	32	9	52	10	37	11	41	
  0	12	1	28	2	57	3	57	4	78	5	27	6	36	7	60	8	11	9	46	10	41	11	5	
  0	14	1	63	2	55	3	36	4	32	5	59	6	27	7	67	8	64	9	45	10	5	11	68	
  0	57	1	87	2	81	3	51	4	45	5	16	6	4	7	34	8	50	9	70	10	20	11	96	
  0	78	1	86	2	14	3	79	4	75	5	34	6	65	7	98	8	68	9	43	10	31	11	78	
  0	11	1	88	2	57	3	36	4	26	5	15	6	42	7	8	8	74	9	44	10	80	11	83	
  0	54	1	15	2	17	3	89	4	52	5	59	6	3	7	80	8	42	9	43	10	28	11	76	
  0	61	1	5	2	75	3	17	4	25	5	77	6	68	7	67	8	37	9	9	10	84	11	31	
