10 10
  0	70	1	78	2	41	3	82	4	45	5	90	6	1	7	44	8	30	9	9	
  0	78	1	61	2	56	3	3	4	83	5	12	6	2	7	70	8	81	9	97	
  0	91	1	43	2	68	3	47	4	59	5	34	6	90	7	39	8	51	9	82	
  0	29	1	10	2	1	3	83	4	77	5	84	6	83	7	77	8	44	9	42	
  0	91	1	24	2	56	3	21	4	30	5	63	6	78	7	81	8	61	9	40	
  0	98	1	24	2	48	3	28	4	35	5	51	6	29	7	1	8	74	9	59	
  0	8	1	84	2	80	3	69	4	38	5	88	6	16	7	49	8	58	9	79	
  0	70	1	95	2	95	3	43	4	89	5	91	6	90	7	18	8	53	9	95	
  0	84	1	88	2	47	3	20	4	82	5	85	6	81	7	69	8	49	9	14	
  0	56	1	73	2	95	3	67	4	17	5	69	6	6	7	9	8	22	9	64	
