10 10
  0	68	1	60	2	15	3	56	4	21	5	53	6	15	7	95	8	15	9	31	
  0	90	1	83	2	42	3	42	4	72	5	72	6	96	7	40	8	27	9	84	
  0	71	1	41	2	19	3	78	4	62	5	38	6	56	7	3	8	93	9	87	
  0	51	1	88	2	23	3	13	4	23	5	41	6	66	7	88	8	64	9	55	
  0	83	1	4	2	68	3	12	4	39	5	6	6	84	7	27	8	47	9	10	
  0	92	1	15	2	25	3	12	4	65	5	23	6	75	7	59	8	95	9	81	
  0	66	1	16	2	71	3	34	4	3	5	10	6	15	7	32	8	6	9	51	
  0	61	1	42	2	78	3	52	4	84	5	74	6	36	7	32	8	76	9	27	
  0	61	1	28	2	74	3	39	4	26	5	38	6	21	7	61	8	54	9	9	
  0	22	1	47	2	25	3	50	4	81	5	39	6	88	7	33	8	63	9	13	
