10 10
  0	36	1	85	2	33	3	75	4	2	5	70	6	3	7	42	8	21	9	10	
  0	39	1	83	2	27	3	38	4	61	5	57	6	60	7	22	8	44	9	71	
  0	18	1	60	2	24	3	28	4	38	5	56	6	8	7	21	8	19	9	9	
  0	18	1	59	2	84	3	9	4	56	5	59	6	38	7	3	8	37	9	95	
  0	13	1	72	2	95	3	29	4	86	5	75	6	26	7	34	8	87	9	99	
  0	85	1	2	2	44	3	30	4	72	5	24	6	5	7	53	8	10	9	98	
  0	51	1	3	2	89	3	96	4	71	5	24	6	39	7	40	8	66	9	55	
  0	54	1	87	2	61	3	94	4	4	5	68	6	12	7	82	8	15	9	85	
  0	60	1	11	2	78	3	68	4	63	5	38	6	83	7	34	8	51	9	88	
  0	38	1	83	2	32	3	51	4	99	5	30	6	41	7	12	8	71	9	90	
