12 12
  0	64	1	30	2	41	3	11	4	94	5	52	6	86	7	36	8	96	9	68	10	97	11	40	
  0	45	1	75	2	58	3	30	4	15	5	71	6	76	7	26	8	18	9	71	10	34	11	41	
  0	11	1	20	2	85	3	72	4	51	5	31	6	65	7	73	8	68	9	62	10	43	11	44	
  0	80	1	40	2	56	3	90	4	32	5	23	6	65	7	83	8	30	9	79	10	90	11	75	
  0	89	1	78	2	85	3	12	4	61	5	35	6	58	7	50	8	16	9	42	10	2	11	68	
  0	69	1	45	2	28	3	40	4	27	5	62	6	83	7	22	8	6	9	96	10	30	11	81	
  0	96	1	63	2	69	3	73	4	80	5	93	6	94	7	24	8	34	9	4	10	38	11	34	
  0	37	1	11	2	89	3	90	4	48	5	72	6	79	7	56	8	95	9	33	10	94	11	97	
  0	9	1	30	2	8	3	97	4	21	5	58	6	35	7	56	8	89	9	86	10	34	11	96	
  0	14	1	14	2	87	3	96	4	58	5	15	6	60	7	63	8	84	9	17	10	52	11	43	
  0	65	1	93	2	42	3	43	4	80	5	18	6	95	7	96	8	25	9	76	10	77	11	11	
  0	31	1	94	2	3	3	14	4	81	5	70	6	37	7	68	8	60	9	84	10	65	11	62	
