12 12
  0	72	1	42	2	92	3	17	4	57	5	94	6	27	7	93	8	20	9	62	10	36	11	49	
  0	49	1	43	2	71	3	80	4	98	5	70	6	93	7	85	8	15	9	33	10	6	11	54	
  0	32	1	85	2	13	3	45	4	80	5	17	6	22	7	37	8	3	9	97	10	33	11	1	
  0	49	1	5	2	1	3	58	4	86	5	89	6	37	7	8	8	49	9	53	10	67	11	92	
  0	58	1	23	2	45	3	95	4	9	5	54	6	61	7	61	8	15	9	38	10	6	11	96	
  0	49	1	29	2	76	3	57	4	47	5	18	6	59	7	93	8	4	9	70	10	20	11	21	
  0	47	1	80	2	47	3	56	4	62	5	46	6	88	7	34	8	64	9	85	10	80	11	1	
  0	76	1	70	2	71	3	63	4	96	5	53	6	82	7	18	8	32	9	12	10	83	11	47	
  0	70	1	14	2	69	3	41	4	87	5	84	6	63	7	21	8	67	9	98	10	40	11	75	
  0	43	1	1	2	95	3	81	4	9	5	9	6	14	7	41	8	80	9	42	10	46	11	89	
  0	54	1	65	2	15	3	64	4	28	5	52	6	2	7	62	8	48	9	53	10	86	11	63	
  0	12	1	76	2	91	3	70	4	43	5	70	6	82	7	54	8	9	9	94	10	65	11	53	
