10 10
  0	93	1	46	2	87	3	62	4	68	5	52	6	30	7	36	8	40	9	75	
  0	26	1	77	2	68	3	84	4	16	5	17	6	74	7	31	8	5	9	22	
  0	35	1	65	2	96	3	92	4	96	5	65	6	55	7	20	8	66	9	98	
  0	67	1	93	2	60	3	28	4	18	5	51	6	51	7	39	8	55	9	15	
  0	42	1	40	2	52	3	48	4	11	5	29	6	21	7	28	8	42	9	63	
  0	42	1	31	2	70	3	43	4	99	5	79	6	1	7	1	8	86	9	42	
  0	34	1	48	2	83	3	56	4	71	5	38	6	76	7	31	8	77	9	20	
  0	96	1	36	2	99	3	72	4	43	5	13	6	14	7	25	8	24	9	88	
  0	34	1	90	2	79	3	93	4	87	5	34	6	61	7	8	8	8	9	64	
  0	92	1	71	2	25	3	38	4	78	5	8	6	96	7	10	8	78	9	42	
