12 12
  0	49	1	73	2	82	3	8	4	79	5	43	6	45	7	36	8	78	9	36	10	75	11	90	
  0	58	1	41	2	94	3	7	4	70	5	35	6	24	7	67	8	31	9	14	10	91	11	16	
  0	71	1	8	2	29	3	30	4	75	5	71	6	79	7	50	8	98	9	39	10	35	11	36	
  0	41	1	9	2	2	3	24	4	89	5	70	6	31	7	75	8	48	9	70	10	77	11	99	
  0	30	1	66	2	59	3	55	4	84	5	19	6	21	7	95	8	92	9	97	10	56	11	92	
  0	78	1	85	2	95	3	25	4	42	5	6	6	56	7	49	8	96	9	16	10	93	11	61	
  0	95	1	84	2	90	3	82	4	89	5	49	6	80	7	99	8	65	9	46	10	97	11	33	
  0	59	1	54	2	89	3	50	4	37	5	75	6	78	7	60	8	35	9	30	10	70	11	23	
  0	49	1	5	2	5	3	23	4	53	5	44	6	85	7	39	8	42	9	19	10	62	11	62	
  0	56	1	58	2	55	3	8	4	30	5	94	6	3	7	26	8	16	9	26	10	75	11	53	
  0	45	1	70	2	26	3	49	4	55	5	56	6	68	7	62	8	45	9	65	10	96	11	14	
  0	75	1	87	2	70	3	24	4	80	5	22	6	45	7	61	8	61	9	45	10	19	11	52	
