15 15
  0	98	1	32	2	78	3	74	4	50	5	38	6	65	7	19	8	13	9	10	10	3	11	20	12	65	13	21	14	70	
  0	8	1	44	2	14	3	86	4	38	5	1	6	42	7	9	8	81	9	81	10	43	11	37	12	85	13	68	14	35	
  0	61	1	58	2	56	3	10	4	16	5	61	6	4	7	10	8	78	9	42	10	64	11	11	12	53	13	51	14	5	
  0	82	1	43	2	88	3	63	4	74	5	64	6	12	7	36	8	27	9	61	10	9	11	80	12	87	13	72	14	18	
  0	35	1	7	2	25	3	47	4	85	5	84	6	92	7	56	8	8	9	55	10	14	11	76	12	78	13	77	14	22	
  0	24	1	34	2	31	3	37	4	40	5	81	6	79	7	67	8	44	9	86	10	52	11	85	12	73	13	56	14	8	
  0	54	1	40	2	78	3	88	4	48	5	70	6	62	7	58	8	94	9	57	10	52	11	26	12	1	13	3	14	17	
  0	41	1	43	2	27	3	17	4	95	5	81	6	46	7	28	8	7	9	49	10	56	11	67	12	37	13	94	14	63	
  0	95	1	63	2	37	3	99	4	99	5	43	6	28	7	20	8	37	9	88	10	34	11	79	12	60	13	69	14	63	
  0	40	1	14	2	1	3	31	4	54	5	2	6	3	7	71	8	75	9	55	10	84	11	13	12	75	13	62	14	11	
  0	94	1	96	2	11	3	49	4	53	5	36	6	1	7	35	8	20	9	93	10	48	11	83	12	89	13	57	14	32	
  0	31	1	46	2	87	3	96	4	98	5	33	6	87	7	93	8	69	9	28	10	52	11	60	12	64	13	38	14	87	
  0	87	1	63	2	46	3	29	4	14	5	24	6	40	7	87	8	91	9	72	10	23	11	59	12	34	13	7	14	51	
  0	27	1	20	2	28	3	66	4	87	5	24	6	71	7	86	8	47	9	62	10	3	11	59	12	41	13	20	14	14	
  0	26	1	93	2	41	3	99	4	87	5	69	6	56	7	33	8	55	9	64	10	5	11	78	12	23	13	57	14	76	
