15 15
  0	42	1	90	2	88	3	33	4	31	5	61	6	51	7	73	8	85	9	78	10	11	11	7	12	4	13	76	14	57	
  0	42	1	6	2	25	3	2	4	86	5	91	6	68	7	46	8	70	9	97	10	51	11	86	12	55	13	11	14	34	
  0	94	1	20	2	16	3	98	4	13	5	90	6	18	7	19	8	75	9	80	10	14	11	16	12	25	13	38	14	53	
  0	74	1	36	2	57	3	78	4	42	5	71	6	77	7	4	8	42	9	12	10	35	11	85	12	74	13	70	14	87	
  0	79	1	98	2	22	3	69	4	67	5	32	6	15	7	91	8	9	9	77	10	71	11	52	12	91	13	82	14	4	
  0	18	1	36	2	50	3	17	4	30	5	92	6	80	7	7	8	95	9	58	10	11	11	94	12	26	13	11	14	88	
  0	13	1	98	2	94	3	23	4	88	5	73	6	76	7	60	8	91	9	86	10	42	11	21	12	30	13	48	14	46	
  0	8	1	58	2	79	3	27	4	81	5	64	6	78	7	54	8	58	9	2	10	90	11	92	12	26	13	22	14	87	
  0	65	1	19	2	47	3	31	4	86	5	9	6	49	7	25	8	51	9	43	10	70	11	68	12	72	13	26	14	54	
  0	98	1	86	2	78	3	48	4	3	5	84	6	84	7	92	8	40	9	6	10	10	11	6	12	95	13	25	14	88	
  0	77	1	59	2	2	3	27	4	89	5	17	6	4	7	32	8	9	9	3	10	11	11	76	12	66	13	78	14	28	
  0	79	1	65	2	6	3	31	4	38	5	12	6	52	7	99	8	34	9	64	10	11	11	40	12	77	13	64	14	74	
  0	53	1	19	2	8	3	7	4	94	5	96	6	22	7	34	8	35	9	27	10	9	11	29	12	73	13	55	14	45	
  0	97	1	72	2	23	3	73	4	30	5	29	6	20	7	7	8	28	9	44	10	97	11	12	12	77	13	89	14	17	
  0	33	1	42	2	45	3	22	4	93	5	30	6	77	7	61	8	62	9	18	10	37	11	35	12	54	13	9	14	21	
