10 10
  0	84	1	81	2	65	3	59	4	12	5	33	6	19	7	55	8	1	9	90	
  0	58	1	1	2	57	3	24	4	91	5	16	6	9	7	4	8	69	9	64	
  0	91	1	53	2	47	3	11	4	6	5	83	6	30	7	41	8	79	9	80	
  0	63	1	87	2	2	3	17	4	2	5	47	6	42	7	40	8	54	9	81	
  0	62	1	37	2	34	3	42	4	1	5	51	6	47	7	33	8	27	9	43	
  0	72	1	23	2	78	3	3	4	86	5	83	6	57	7	16	8	38	9	27	
  0	78	1	36	2	76	3	34	4	19	5	38	6	18	7	21	8	20	9	83	
  0	21	1	41	2	43	3	35	4	66	5	44	6	12	7	31	8	71	9	67	
  0	66	1	11	2	7	3	57	4	79	5	65	6	51	7	64	8	18	9	69	
  0	95	1	35	2	46	3	71	4	61	5	87	6	79	7	6	8	18	9	90	
