20 15
  0	9	1	82	2	48	3	1	4	78	5	88	6	43	7	16	8	62	9	2	10	12	11	37	12	70	13	49	14	65	
  0	2	1	89	2	33	3	95	4	12	5	93	6	32	7	79	8	96	9	57	10	50	11	51	12	37	13	29	14	45	
  0	47	1	5	2	19	3	44	4	33	5	3	6	10	7	4	8	88	9	20	10	74	11	50	12	16	13	40	14	67	
  0	2	1	49	2	16	3	67	4	45	5	67	6	81	7	75	8	18	9	64	10	72	11	72	12	93	13	47	14	73	
  0	68	1	82	2	49	3	85	4	55	5	46	6	10	7	47	8	73	9	55	10	36	11	75	12	79	13	69	14	50	
  0	52	1	42	2	85	3	30	4	80	5	71	6	6	7	26	8	67	9	53	10	92	11	81	12	90	13	41	14	46	
  0	43	1	4	2	82	3	57	4	82	5	95	6	58	7	49	8	27	9	31	10	19	11	75	12	22	13	2	14	38	
  0	31	1	54	2	37	3	69	4	91	5	77	6	70	7	50	8	68	9	35	10	14	11	46	12	49	13	18	14	25	
  0	86	1	36	2	30	3	29	4	27	5	15	6	13	7	49	8	4	9	8	10	72	11	48	12	25	13	36	14	71	
  0	97	1	51	2	31	3	85	4	43	5	10	6	21	7	57	8	14	9	94	10	11	11	61	12	13	13	12	14	34	
  0	49	1	13	2	4	3	38	4	4	5	80	6	23	7	94	8	99	9	97	10	99	11	79	12	32	13	34	14	83	
  0	55	1	25	2	88	3	49	4	55	5	64	6	58	7	50	8	99	9	85	10	29	11	85	12	72	13	28	14	75	
  0	97	1	21	2	8	3	95	4	7	5	44	6	50	7	9	8	78	9	88	10	54	11	7	12	38	13	61	14	93	
  0	23	1	49	2	30	3	39	4	34	5	40	6	29	7	68	8	62	9	25	10	53	11	57	12	48	13	52	14	72	
  0	72	1	38	2	28	3	29	4	43	5	54	6	81	7	1	8	91	9	73	10	29	11	66	12	1	13	44	14	74	
  0	67	1	85	2	14	3	21	4	45	5	62	6	58	7	71	8	76	9	92	10	47	11	3	12	53	13	34	14	47	
  0	97	1	92	2	58	3	41	4	84	5	41	6	24	7	2	8	86	9	61	10	92	11	43	12	2	13	15	14	49	
  0	61	1	94	2	27	3	96	4	66	5	32	6	25	7	74	8	13	9	83	10	72	11	73	12	19	13	46	14	36	
  0	21	1	94	2	95	3	84	4	49	5	63	6	48	7	77	8	42	9	73	10	38	11	88	12	52	13	13	14	72	
  0	58	1	56	2	53	3	23	4	24	5	77	6	31	7	13	8	71	9	37	10	90	11	69	12	94	13	6	14	61	
