15 15
  0	66	1	30	2	44	3	77	4	33	5	45	6	51	7	75	8	83	9	34	10	90	11	42	12	7	13	15	14	66	
  0	83	1	91	2	80	3	63	4	14	5	82	6	69	7	87	8	98	9	87	10	33	11	40	12	6	13	57	14	57	
  0	20	1	96	2	22	3	18	4	80	5	65	6	48	7	26	8	27	9	14	10	43	11	94	12	65	13	42	14	28	
  0	36	1	48	2	39	3	28	4	29	5	5	6	45	7	1	8	12	9	20	10	21	11	77	12	67	13	81	14	10	
  0	58	1	10	2	22	3	97	4	81	5	71	6	65	7	44	8	17	9	5	10	87	11	76	12	65	13	28	14	5	
  0	63	1	93	2	14	3	3	4	74	5	21	6	98	7	74	8	46	9	29	10	70	11	9	12	5	13	19	14	10	
  0	32	1	4	2	58	3	69	4	17	5	74	6	39	7	42	8	13	9	69	10	56	11	89	12	85	13	5	14	20	
  0	69	1	97	2	42	3	23	4	14	5	13	6	33	7	98	8	97	9	48	10	55	11	32	12	85	13	31	14	81	
  0	94	1	28	2	30	3	57	4	5	5	83	6	65	7	50	8	42	9	71	10	21	11	1	12	26	13	86	14	72	
  0	76	1	20	2	14	3	6	4	85	5	18	6	87	7	26	8	56	9	78	10	12	11	50	12	4	13	31	14	68	
  0	68	1	50	2	10	3	58	4	69	5	32	6	38	7	99	8	91	9	25	10	63	11	44	12	17	13	65	14	63	
  0	42	1	7	2	44	3	56	4	69	5	74	6	49	7	91	8	39	9	99	10	20	11	43	12	3	13	54	14	19	
  0	30	1	73	2	46	3	46	4	89	5	55	6	88	7	6	8	22	9	56	10	5	11	38	12	48	13	94	14	81	
  0	52	1	50	2	3	3	97	4	88	5	72	6	18	7	67	8	55	9	61	10	72	11	90	12	50	13	33	14	22	
  0	31	1	74	2	74	3	79	4	65	5	59	6	5	7	32	8	96	9	48	10	81	11	94	12	22	13	31	14	8	
