10 10
  0	18	1	31	2	49	3	71	4	32	5	11	6	82	7	25	8	47	9	52	
  0	39	1	13	2	85	3	9	4	24	5	5	6	96	7	63	8	67	9	56	
  0	1	1	83	2	74	3	65	4	62	5	58	6	73	7	97	8	24	9	14	
  0	82	1	73	2	20	3	99	4	9	5	39	6	77	7	77	8	43	9	55	
  0	65	1	94	2	10	3	22	4	8	5	63	6	20	7	76	8	46	9	26	
  0	75	1	84	2	69	3	14	4	91	5	96	6	92	7	16	8	95	9	9	
  0	80	1	33	2	48	3	43	4	25	5	76	6	16	7	23	8	36	9	50	
  0	85	1	68	2	78	3	84	4	8	5	27	6	55	7	71	8	36	9	11	
  0	68	1	1	2	29	3	33	4	13	5	84	6	14	7	57	8	45	9	38	
  0	32	1	55	2	62	3	1	4	42	5	50	6	60	7	96	8	45	9	52	
